WAGE,AGE,RACE,STATUS,AREA,GENDER,EDUCATION
40000,48,WHITE,MARRIED,RURAL,MALE,16
40000,64,WHITE,MARRIED,RURAL,MALE,16
40000,43,WHITE,MARRIED,RURAL,MALE,14
40000,60,WHITE,MARRIED,URBAN,FEMALE,16
40000,46,WHITE,MARRIED,URBAN,FEMALE,16
40000,60,WHITE,MARRIED,RURAL,MALE,14
40000,30,WHITE,MARRIED,URBAN,MALE,20
40000,42,BlACK,MARRIED,URBAN,FEMALE,14
40000,50,BlACK,MARRIED,URBAN,FEMALE,16
40000,33,BlACK,SINGLE,URBAN,FEMALE,20
40000,46,WHITE,MARRIED,RURAL,FEMALE,16
40000,38,BlACK,SINGLE,URBAN,FEMALE,14
40000,40,WHITE,SINGLE,URBAN,MALE,16
40000,36,WHITE,SINGLE,URBAN,FEMALE,16
40000,55,BlACK,SINGLE,URBAN,MALE,14
40000,28,WHITE,SINGLE,URBAN,FEMALE,20
40000,41,BlACK,MARRIED,URBAN,FEMALE,20
40000,60,BlACK,MARRIED,URBAN,FEMALE,14
40000,36,BlACK,SINGLE,URBAN,MALE,16
40000,55,BlACK,MARRIED,URBAN,MALE,14
40000,43,WHITE,MARRIED,URBAN,FEMALE,20
40000,45,OTHER,MARRIED,URBAN,MALE,20
40000,32,BlACK,MARRIED,URBAN,MALE,20
40000,53,WHITE,MARRIED,URBAN,FEMALE,20
40000,54,WHITE,MARRIED,URBAN,MALE,16
40000,42,WHITE,MARRIED,URBAN,FEMALE,16
40000,43,WHITE,MARRIED,URBAN,FEMALE,14
40000,24,WHITE,SINGLE,URBAN,MALE,14
40000,46,WHITE,MARRIED,URBAN,MALE,16
40000,35,WHITE,SINGLE,URBAN,FEMALE,16
40000,34,WHITE,MARRIED,RURAL,MALE,16
40000,63,WHITE,SINGLE,URBAN,FEMALE,14
40000,48,WHITE,SINGLE,URBAN,MALE,16
40000,45,WHITE,SINGLE,URBAN,FEMALE,20
40000,29,WHITE,MARRIED,URBAN,MALE,16
40000,33,BlACK,MARRIED,URBAN,MALE,14
40000,56,WHITE,MARRIED,URBAN,MALE,20
40000,48,WHITE,MARRIED,URBAN,FEMALE,16
40000,37,BlACK,SINGLE,URBAN,FEMALE,14
40000,39,WHITE,MARRIED,RURAL,MALE,14
40000,33,BlACK,MARRIED,URBAN,FEMALE,20
40000,58,WHITE,MARRIED,URBAN,MALE,16
40000,29,WHITE,MARRIED,URBAN,FEMALE,14
40000,43,BlACK,SINGLE,URBAN,FEMALE,16
40000,30,BlACK,MARRIED,URBAN,MALE,16
40000,64,BlACK,SINGLE,URBAN,MALE,16
40000,50,WHITE,MARRIED,URBAN,MALE,20
40000,34,WHITE,MARRIED,URBAN,FEMALE,16
40000,53,WHITE,MARRIED,URBAN,MALE,14
40000,42,WHITE,MARRIED,URBAN,FEMALE,20
40000,68,BlACK,MARRIED,URBAN,MALE,20
40000,53,WHITE,MARRIED,URBAN,FEMALE,14
40000,38,WHITE,MARRIED,URBAN,FEMALE,20
40000,57,WHITE,MARRIED,URBAN,FEMALE,16
40000,52,WHITE,SINGLE,RURAL,FEMALE,16
40000,45,WHITE,MARRIED,URBAN,MALE,20
40000,29,WHITE,MARRIED,URBAN,MALE,14
40000,44,WHITE,SINGLE,RURAL,FEMALE,20
40000,54,WHITE,SINGLE,URBAN,FEMALE,14
40000,33,WHITE,SINGLE,URBAN,MALE,14
40000,30,BlACK,SINGLE,URBAN,FEMALE,16
40000,39,WHITE,MARRIED,RURAL,FEMALE,16
40000,30,WHITE,SINGLE,URBAN,MALE,20
40000,38,WHITE,MARRIED,URBAN,MALE,16
40000,50,WHITE,MARRIED,URBAN,MALE,16
40000,58,WHITE,SINGLE,URBAN,MALE,14
40000,41,OTHER,SINGLE,URBAN,MALE,14
40000,43,WHITE,MARRIED,URBAN,MALE,20
40000,55,WHITE,MARRIED,RURAL,MALE,14
40000,39,WHITE,MARRIED,RURAL,MALE,14
40000,39,WHITE,MARRIED,RURAL,MALE,16
40000,42,WHITE,SINGLE,RURAL,FEMALE,16
40000,44,WHITE,MARRIED,URBAN,FEMALE,20
40000,51,WHITE,MARRIED,URBAN,FEMALE,16
40000,39,WHITE,MARRIED,URBAN,FEMALE,14
40000,64,BlACK,MARRIED,RURAL,MALE,14
40000,25,BlACK,MARRIED,URBAN,FEMALE,14
40000,49,WHITE,MARRIED,URBAN,FEMALE,16
40000,50,WHITE,MARRIED,URBAN,FEMALE,16
40000,51,WHITE,MARRIED,RURAL,MALE,14
40000,58,WHITE,MARRIED,RURAL,FEMALE,16
40000,31,WHITE,MARRIED,URBAN,MALE,16
40000,56,WHITE,SINGLE,URBAN,FEMALE,14
40000,44,WHITE,SINGLE,URBAN,FEMALE,14
40000,58,BlACK,MARRIED,URBAN,MALE,14
40000,22,WHITE,SINGLE,URBAN,FEMALE,16
40000,40,BlACK,SINGLE,URBAN,FEMALE,16
40000,30,WHITE,MARRIED,URBAN,MALE,20
40000,44,WHITE,MARRIED,URBAN,FEMALE,14
40000,44,WHITE,SINGLE,URBAN,FEMALE,16
40000,30,BlACK,SINGLE,URBAN,FEMALE,14
40000,28,WHITE,MARRIED,RURAL,MALE,16
40000,55,WHITE,MARRIED,RURAL,FEMALE,16
40000,59,WHITE,MARRIED,RURAL,MALE,14
40000,34,WHITE,SINGLE,RURAL,FEMALE,16
40000,39,WHITE,MARRIED,URBAN,FEMALE,20
40000,45,WHITE,MARRIED,URBAN,FEMALE,20
40000,33,WHITE,MARRIED,URBAN,MALE,20
40000,37,WHITE,MARRIED,RURAL,MALE,14
40000,44,WHITE,MARRIED,RURAL,MALE,14
40000,24,WHITE,SINGLE,URBAN,FEMALE,16
40000,32,WHITE,SINGLE,RURAL,MALE,16
40000,44,WHITE,SINGLE,RURAL,MALE,14
40000,47,WHITE,SINGLE,RURAL,FEMALE,14
40000,61,WHITE,MARRIED,RURAL,FEMALE,16
40000,55,WHITE,MARRIED,RURAL,MALE,20
40000,43,WHITE,MARRIED,RURAL,MALE,14
40000,30,WHITE,SINGLE,URBAN,MALE,14
40000,42,WHITE,MARRIED,URBAN,MALE,20
40000,52,WHITE,SINGLE,URBAN,MALE,16
40000,38,WHITE,MARRIED,URBAN,FEMALE,16
40000,26,WHITE,MARRIED,URBAN,MALE,14
40000,45,WHITE,MARRIED,URBAN,FEMALE,16
40000,36,WHITE,SINGLE,URBAN,MALE,14
40000,37,WHITE,MARRIED,URBAN,MALE,16
40000,43,WHITE,MARRIED,URBAN,MALE,16
40000,48,WHITE,MARRIED,RURAL,MALE,16
40000,38,WHITE,MARRIED,URBAN,MALE,20
40000,61,WHITE,MARRIED,URBAN,MALE,14
40000,38,WHITE,MARRIED,URBAN,MALE,20
40000,59,WHITE,MARRIED,RURAL,FEMALE,16
40000,51,WHITE,MARRIED,RURAL,MALE,14
40000,52,OTHER,SINGLE,URBAN,MALE,14
40000,40,WHITE,MARRIED,URBAN,FEMALE,20
40000,32,WHITE,MARRIED,URBAN,MALE,20
40000,46,WHITE,MARRIED,URBAN,MALE,16
40000,51,WHITE,SINGLE,URBAN,FEMALE,20
40000,49,WHITE,MARRIED,RURAL,MALE,14
40000,34,WHITE,MARRIED,URBAN,MALE,20
40000,54,WHITE,MARRIED,URBAN,FEMALE,14
40000,52,WHITE,MARRIED,URBAN,MALE,14
40000,35,WHITE,MARRIED,URBAN,MALE,20
40000,33,WHITE,SINGLE,URBAN,MALE,14
40000,46,WHITE,MARRIED,URBAN,MALE,16
40000,22,WHITE,MARRIED,URBAN,MALE,14
40000,40,WHITE,SINGLE,URBAN,FEMALE,16
40000,53,WHITE,MARRIED,RURAL,MALE,14
40000,45,WHITE,SINGLE,URBAN,MALE,20
40000,29,WHITE,MARRIED,URBAN,MALE,16
40000,25,WHITE,SINGLE,URBAN,MALE,20
40000,44,WHITE,MARRIED,URBAN,FEMALE,20
40000,28,WHITE,MARRIED,RURAL,FEMALE,16
40000,49,WHITE,MARRIED,URBAN,MALE,8
40000,44,BlACK,MARRIED,URBAN,MALE,16
40000,54,WHITE,SINGLE,URBAN,FEMALE,14
40000,36,WHITE,MARRIED,URBAN,FEMALE,14
40000,45,WHITE,MARRIED,URBAN,FEMALE,20
40000,57,WHITE,SINGLE,URBAN,FEMALE,14
40000,46,OTHER,MARRIED,URBAN,FEMALE,16
40000,36,WHITE,MARRIED,URBAN,MALE,14
40000,46,WHITE,MARRIED,URBAN,MALE,14
40000,44,WHITE,MARRIED,URBAN,FEMALE,16
40000,60,WHITE,MARRIED,URBAN,MALE,14
40000,45,WHITE,MARRIED,URBAN,MALE,20
40000,36,WHITE,MARRIED,URBAN,MALE,20
40000,55,WHITE,MARRIED,URBAN,FEMALE,20
40000,35,WHITE,MARRIED,URBAN,MALE,16
40000,25,WHITE,SINGLE,URBAN,MALE,16
40000,29,WHITE,MARRIED,URBAN,FEMALE,14
40000,52,OTHER,MARRIED,RURAL,MALE,20
40000,31,WHITE,MARRIED,RURAL,MALE,14
40000,47,OTHER,MARRIED,URBAN,FEMALE,16
40000,38,OTHER,MARRIED,URBAN,FEMALE,20
40000,35,OTHER,SINGLE,URBAN,MALE,16
40000,45,WHITE,MARRIED,RURAL,FEMALE,16
39928,44,WHITE,SINGLE,RURAL,FEMALE,16
39900,40,WHITE,MARRIED,URBAN,FEMALE,16
39900,45,WHITE,MARRIED,RURAL,FEMALE,14
39700,48,WHITE,MARRIED,URBAN,MALE,20
39650,56,WHITE,MARRIED,URBAN,FEMALE,14
39600,33,OTHER,SINGLE,URBAN,MALE,14
39600,58,WHITE,MARRIED,RURAL,MALE,20
39520,29,BlACK,MARRIED,URBAN,MALE,14
39520,32,WHITE,MARRIED,RURAL,MALE,16
39520,29,WHITE,MARRIED,URBAN,FEMALE,20
39500,63,WHITE,MARRIED,URBAN,MALE,16
39500,55,BlACK,MARRIED,URBAN,MALE,16
39400,56,WHITE,SINGLE,URBAN,FEMALE,16
39280,55,WHITE,MARRIED,URBAN,MALE,16
39265,30,WHITE,MARRIED,RURAL,FEMALE,20
39200,32,WHITE,SINGLE,URBAN,FEMALE,16
39118,54,WHITE,MARRIED,RURAL,MALE,20
39024,26,BlACK,SINGLE,URBAN,MALE,20
39000,38,WHITE,MARRIED,URBAN,MALE,20
39000,52,WHITE,SINGLE,URBAN,FEMALE,20
39000,24,WHITE,SINGLE,URBAN,MALE,20
39000,25,BlACK,SINGLE,URBAN,MALE,14
39000,40,WHITE,MARRIED,URBAN,FEMALE,20
39000,22,WHITE,SINGLE,URBAN,FEMALE,14
39000,56,BlACK,MARRIED,URBAN,FEMALE,20
39000,33,BlACK,SINGLE,URBAN,FEMALE,16
39000,49,WHITE,MARRIED,URBAN,MALE,14
39000,39,WHITE,MARRIED,URBAN,FEMALE,20
39000,36,WHITE,SINGLE,URBAN,MALE,16
39000,38,WHITE,SINGLE,URBAN,FEMALE,14
39000,50,WHITE,SINGLE,URBAN,FEMALE,14
39000,30,WHITE,SINGLE,URBAN,MALE,16
39000,30,WHITE,MARRIED,URBAN,FEMALE,20
39000,36,WHITE,MARRIED,URBAN,MALE,14
39000,32,BlACK,SINGLE,URBAN,FEMALE,20
39000,35,WHITE,MARRIED,RURAL,FEMALE,20
39000,49,WHITE,SINGLE,URBAN,FEMALE,16
39000,38,WHITE,MARRIED,URBAN,FEMALE,20
39000,37,WHITE,SINGLE,URBAN,FEMALE,14
39000,48,WHITE,MARRIED,URBAN,FEMALE,14
39000,40,WHITE,SINGLE,URBAN,FEMALE,16
39000,27,WHITE,MARRIED,URBAN,MALE,20
39000,43,WHITE,MARRIED,URBAN,FEMALE,20
39000,26,WHITE,MARRIED,RURAL,MALE,20
39000,28,WHITE,SINGLE,URBAN,MALE,16
39000,35,WHITE,MARRIED,URBAN,MALE,0
39000,52,BlACK,SINGLE,URBAN,MALE,16
39000,23,WHITE,SINGLE,URBAN,FEMALE,20
39000,36,WHITE,MARRIED,URBAN,MALE,14
39000,45,WHITE,MARRIED,URBAN,MALE,14
39000,39,WHITE,SINGLE,RURAL,MALE,6
39000,23,WHITE,MARRIED,URBAN,FEMALE,16
39000,44,BlACK,MARRIED,URBAN,FEMALE,14
39000,44,BlACK,SINGLE,URBAN,MALE,14
39000,36,WHITE,MARRIED,URBAN,FEMALE,20
39000,42,WHITE,MARRIED,RURAL,FEMALE,20
39000,39,WHITE,SINGLE,RURAL,MALE,14
39000,41,WHITE,MARRIED,URBAN,FEMALE,20
39000,45,WHITE,MARRIED,RURAL,MALE,20
39000,32,WHITE,MARRIED,RURAL,MALE,14
39000,38,WHITE,SINGLE,RURAL,MALE,6
39000,48,WHITE,SINGLE,URBAN,MALE,20
39000,45,WHITE,SINGLE,URBAN,MALE,16
39000,35,OTHER,SINGLE,URBAN,MALE,20
39000,58,WHITE,SINGLE,URBAN,FEMALE,16
39000,52,WHITE,MARRIED,URBAN,MALE,16
39000,37,WHITE,SINGLE,URBAN,MALE,16
39000,51,WHITE,SINGLE,URBAN,FEMALE,16
39000,39,WHITE,MARRIED,RURAL,MALE,16
39000,42,WHITE,MARRIED,RURAL,MALE,14
39000,27,WHITE,MARRIED,RURAL,MALE,16
39000,28,WHITE,MARRIED,URBAN,MALE,14
39000,35,WHITE,SINGLE,URBAN,MALE,14
39000,31,WHITE,SINGLE,RURAL,FEMALE,14
39000,30,WHITE,MARRIED,URBAN,MALE,14
39000,43,WHITE,MARRIED,URBAN,MALE,16
39000,35,WHITE,MARRIED,RURAL,MALE,8
39000,21,WHITE,MARRIED,URBAN,MALE,14
39000,31,WHITE,MARRIED,URBAN,MALE,6
39000,33,WHITE,SINGLE,URBAN,FEMALE,14
39000,52,OTHER,MARRIED,URBAN,MALE,20
39000,47,WHITE,MARRIED,URBAN,MALE,14
39000,35,WHITE,SINGLE,RURAL,FEMALE,8
39000,39,WHITE,SINGLE,RURAL,FEMALE,16
39000,53,WHITE,MARRIED,URBAN,MALE,12
39000,29,WHITE,MARRIED,URBAN,MALE,20
39000,48,WHITE,MARRIED,RURAL,MALE,16
39000,32,OTHER,MARRIED,URBAN,MALE,16
38973,52,WHITE,MARRIED,RURAL,MALE,16
38900,47,WHITE,MARRIED,RURAL,FEMALE,16
38600,34,WHITE,MARRIED,URBAN,MALE,20
38600,33,OTHER,MARRIED,URBAN,MALE,20
38500,29,WHITE,MARRIED,RURAL,FEMALE,20
38500,29,WHITE,MARRIED,URBAN,FEMALE,20
38500,28,WHITE,MARRIED,URBAN,MALE,16
38500,45,WHITE,MARRIED,URBAN,FEMALE,20
38500,30,WHITE,MARRIED,RURAL,MALE,20
38500,47,WHITE,MARRIED,URBAN,FEMALE,20
38500,30,WHITE,SINGLE,URBAN,MALE,20
38500,24,WHITE,SINGLE,URBAN,FEMALE,20
38480,34,WHITE,SINGLE,RURAL,MALE,12
38400,38,WHITE,SINGLE,URBAN,MALE,14
38320,29,WHITE,SINGLE,URBAN,MALE,14
38272,42,WHITE,SINGLE,URBAN,FEMALE,20
38220,55,WHITE,MARRIED,URBAN,FEMALE,14
38200,49,WHITE,SINGLE,URBAN,FEMALE,14
38100,32,WHITE,SINGLE,URBAN,MALE,16
38006,43,WHITE,MARRIED,RURAL,FEMALE,14
38002,19,WHITE,SINGLE,RURAL,MALE,0
38000,51,WHITE,MARRIED,URBAN,FEMALE,16
38000,51,WHITE,MARRIED,RURAL,FEMALE,14
38000,32,WHITE,MARRIED,RURAL,MALE,20
38000,40,WHITE,MARRIED,URBAN,MALE,16
38000,30,WHITE,MARRIED,URBAN,MALE,20
38000,38,WHITE,SINGLE,URBAN,MALE,16
38000,21,WHITE,SINGLE,URBAN,MALE,14
38000,29,WHITE,MARRIED,URBAN,FEMALE,20
38000,49,BlACK,SINGLE,URBAN,FEMALE,14
38000,46,WHITE,SINGLE,URBAN,FEMALE,14
38000,25,BlACK,MARRIED,URBAN,FEMALE,20
38000,36,WHITE,MARRIED,URBAN,FEMALE,20
38000,36,WHITE,MARRIED,URBAN,MALE,20
38000,23,WHITE,SINGLE,RURAL,MALE,12
38000,34,WHITE,MARRIED,RURAL,FEMALE,16
38000,42,WHITE,SINGLE,URBAN,FEMALE,20
38000,58,WHITE,MARRIED,URBAN,MALE,12
38000,38,WHITE,MARRIED,URBAN,FEMALE,14
38000,26,WHITE,MARRIED,URBAN,FEMALE,16
38000,25,OTHER,SINGLE,URBAN,MALE,20
38000,41,WHITE,MARRIED,URBAN,FEMALE,16
38000,37,WHITE,MARRIED,URBAN,MALE,20
38000,26,WHITE,MARRIED,URBAN,MALE,16
38000,30,BlACK,SINGLE,URBAN,FEMALE,14
38000,27,WHITE,SINGLE,URBAN,FEMALE,20
38000,36,BlACK,SINGLE,URBAN,FEMALE,14
38000,43,WHITE,MARRIED,URBAN,FEMALE,16
38000,38,WHITE,MARRIED,URBAN,MALE,20
38000,45,WHITE,MARRIED,RURAL,FEMALE,16
38000,49,WHITE,MARRIED,URBAN,MALE,20
38000,39,WHITE,MARRIED,URBAN,FEMALE,16
38000,57,WHITE,MARRIED,URBAN,FEMALE,16
38000,58,WHITE,MARRIED,URBAN,MALE,12
38000,49,WHITE,MARRIED,URBAN,MALE,20
38000,28,WHITE,MARRIED,URBAN,MALE,14
38000,25,WHITE,SINGLE,URBAN,FEMALE,20
38000,36,WHITE,MARRIED,URBAN,MALE,16
38000,59,WHITE,SINGLE,URBAN,FEMALE,20
38000,34,WHITE,SINGLE,URBAN,MALE,16
38000,36,WHITE,SINGLE,URBAN,MALE,16
38000,39,WHITE,MARRIED,URBAN,MALE,20
38000,29,WHITE,SINGLE,RURAL,MALE,14
38000,45,WHITE,SINGLE,RURAL,MALE,16
38000,59,OTHER,MARRIED,URBAN,FEMALE,20
38000,31,WHITE,MARRIED,URBAN,MALE,16
38000,28,WHITE,MARRIED,URBAN,MALE,14
38000,55,WHITE,MARRIED,RURAL,MALE,14
38000,26,BlACK,SINGLE,URBAN,FEMALE,20
38000,46,WHITE,MARRIED,URBAN,FEMALE,14
38000,34,WHITE,MARRIED,URBAN,FEMALE,16
38000,59,WHITE,MARRIED,URBAN,MALE,16
38000,27,WHITE,SINGLE,URBAN,MALE,20
38000,40,WHITE,MARRIED,URBAN,MALE,14
38000,25,WHITE,SINGLE,URBAN,MALE,20
38000,30,BlACK,SINGLE,URBAN,MALE,14
38000,66,WHITE,MARRIED,URBAN,MALE,8
38000,55,WHITE,SINGLE,URBAN,MALE,20
38000,29,WHITE,SINGLE,URBAN,FEMALE,16
38000,43,WHITE,MARRIED,RURAL,FEMALE,20
38000,43,WHITE,MARRIED,URBAN,MALE,14
38000,37,BlACK,SINGLE,URBAN,FEMALE,20
38000,42,BlACK,MARRIED,URBAN,MALE,16
38000,33,WHITE,MARRIED,URBAN,MALE,16
38000,31,BlACK,MARRIED,URBAN,FEMALE,20
38000,48,WHITE,SINGLE,URBAN,MALE,20
38000,37,WHITE,MARRIED,RURAL,FEMALE,16
38000,39,WHITE,SINGLE,URBAN,FEMALE,16
38000,46,WHITE,MARRIED,RURAL,MALE,14
38000,43,WHITE,MARRIED,RURAL,MALE,14
38000,59,WHITE,SINGLE,URBAN,FEMALE,14
38000,60,WHITE,SINGLE,RURAL,MALE,14
38000,46,WHITE,MARRIED,URBAN,MALE,6
38000,28,WHITE,MARRIED,URBAN,MALE,14
38000,40,WHITE,MARRIED,URBAN,MALE,14
38000,45,WHITE,MARRIED,URBAN,FEMALE,20
38000,41,WHITE,MARRIED,RURAL,MALE,14
38000,50,WHITE,MARRIED,URBAN,FEMALE,14
38000,51,WHITE,MARRIED,URBAN,MALE,14
38000,61,WHITE,MARRIED,URBAN,MALE,16
38000,58,WHITE,MARRIED,URBAN,MALE,16
38000,22,BlACK,SINGLE,URBAN,MALE,20
38000,31,WHITE,SINGLE,URBAN,MALE,20
38000,33,WHITE,MARRIED,URBAN,FEMALE,16
38000,32,WHITE,SINGLE,URBAN,FEMALE,20
38000,46,WHITE,MARRIED,RURAL,MALE,16
38000,53,WHITE,SINGLE,URBAN,MALE,20
38000,25,WHITE,MARRIED,RURAL,MALE,14
38000,29,WHITE,SINGLE,URBAN,MALE,20
38000,35,WHITE,MARRIED,URBAN,MALE,14
38000,59,WHITE,SINGLE,URBAN,FEMALE,20
38000,44,WHITE,MARRIED,URBAN,FEMALE,14
38000,29,OTHER,MARRIED,URBAN,FEMALE,20
38000,27,WHITE,SINGLE,URBAN,MALE,20
38000,41,OTHER,MARRIED,URBAN,MALE,14
38000,33,WHITE,MARRIED,URBAN,FEMALE,16
38000,28,WHITE,MARRIED,RURAL,FEMALE,20
38000,36,WHITE,MARRIED,RURAL,MALE,14
38000,49,WHITE,SINGLE,RURAL,MALE,20
37900,54,WHITE,MARRIED,URBAN,MALE,20
37861,61,WHITE,MARRIED,URBAN,MALE,14
37856,59,WHITE,MARRIED,URBAN,MALE,16
37739,34,WHITE,MARRIED,URBAN,MALE,16
37653,51,WHITE,MARRIED,URBAN,MALE,16
37638,60,WHITE,MARRIED,URBAN,MALE,14
37600,64,WHITE,MARRIED,URBAN,MALE,16
37583,56,OTHER,SINGLE,URBAN,FEMALE,14
37500,27,WHITE,SINGLE,URBAN,FEMALE,14
37500,35,WHITE,MARRIED,URBAN,FEMALE,14
37480,47,WHITE,SINGLE,URBAN,MALE,16
37350,40,WHITE,MARRIED,URBAN,MALE,14
37334,41,WHITE,MARRIED,URBAN,MALE,14
37200,56,WHITE,MARRIED,URBAN,MALE,14
37000,50,WHITE,MARRIED,URBAN,FEMALE,14
37000,36,WHITE,SINGLE,RURAL,FEMALE,14
37000,29,WHITE,SINGLE,RURAL,MALE,16
37000,50,WHITE,MARRIED,URBAN,FEMALE,20
37000,52,OTHER,MARRIED,URBAN,FEMALE,20
37000,27,WHITE,SINGLE,URBAN,FEMALE,20
37000,41,BlACK,SINGLE,URBAN,FEMALE,20
37000,56,BlACK,MARRIED,URBAN,MALE,14
37000,45,WHITE,MARRIED,URBAN,MALE,16
37000,37,WHITE,MARRIED,URBAN,MALE,20
37000,32,WHITE,MARRIED,URBAN,FEMALE,20
37000,28,WHITE,MARRIED,URBAN,FEMALE,20
37000,38,WHITE,MARRIED,URBAN,FEMALE,20
37000,35,WHITE,SINGLE,URBAN,MALE,20
37000,38,WHITE,SINGLE,URBAN,FEMALE,14
37000,25,WHITE,SINGLE,URBAN,FEMALE,20
37000,58,WHITE,SINGLE,RURAL,MALE,14
37000,35,BlACK,SINGLE,URBAN,FEMALE,16
37000,43,WHITE,MARRIED,URBAN,MALE,14
37000,34,WHITE,SINGLE,URBAN,FEMALE,14
37000,45,WHITE,MARRIED,URBAN,MALE,14
37000,25,WHITE,SINGLE,RURAL,MALE,14
37000,41,WHITE,SINGLE,URBAN,FEMALE,20
37000,32,BlACK,MARRIED,URBAN,MALE,20
37000,51,WHITE,MARRIED,URBAN,MALE,20
37000,39,WHITE,MARRIED,URBAN,FEMALE,14
37000,53,WHITE,MARRIED,URBAN,FEMALE,16
37000,25,WHITE,MARRIED,URBAN,FEMALE,20
37000,33,WHITE,MARRIED,URBAN,MALE,16
37000,39,WHITE,SINGLE,URBAN,MALE,14
37000,30,WHITE,MARRIED,RURAL,MALE,20
37000,35,BlACK,MARRIED,URBAN,FEMALE,14
37000,55,WHITE,MARRIED,URBAN,FEMALE,14
37000,29,WHITE,MARRIED,URBAN,MALE,14
37000,38,BlACK,SINGLE,URBAN,FEMALE,14
37000,46,WHITE,MARRIED,RURAL,FEMALE,20
37000,48,OTHER,SINGLE,URBAN,MALE,16
37000,52,WHITE,MARRIED,URBAN,FEMALE,20
37000,28,BlACK,MARRIED,URBAN,FEMALE,14
37000,34,WHITE,MARRIED,URBAN,MALE,14
37000,44,WHITE,MARRIED,RURAL,FEMALE,20
37000,33,WHITE,SINGLE,URBAN,MALE,20
37000,60,WHITE,MARRIED,URBAN,FEMALE,14
37000,33,WHITE,MARRIED,URBAN,MALE,16
37000,44,WHITE,MARRIED,URBAN,MALE,20
37000,35,WHITE,MARRIED,URBAN,MALE,16
37000,38,WHITE,MARRIED,RURAL,FEMALE,16
37000,40,WHITE,MARRIED,RURAL,FEMALE,16
37000,49,WHITE,MARRIED,URBAN,MALE,14
37000,44,WHITE,SINGLE,URBAN,FEMALE,16
37000,38,WHITE,MARRIED,URBAN,FEMALE,14
37000,45,WHITE,MARRIED,URBAN,MALE,20
37000,38,WHITE,MARRIED,URBAN,MALE,16
37000,32,BlACK,SINGLE,URBAN,FEMALE,20
37000,46,WHITE,MARRIED,URBAN,FEMALE,16
37000,29,WHITE,SINGLE,URBAN,FEMALE,20
37000,24,WHITE,SINGLE,URBAN,FEMALE,16
37000,42,WHITE,MARRIED,URBAN,MALE,14
37000,29,OTHER,SINGLE,URBAN,FEMALE,20
37000,44,WHITE,SINGLE,URBAN,FEMALE,16
37000,56,WHITE,MARRIED,URBAN,FEMALE,16
37000,26,OTHER,MARRIED,URBAN,MALE,16
36983,47,WHITE,SINGLE,URBAN,FEMALE,14
36962,50,WHITE,MARRIED,URBAN,MALE,14
36846,60,OTHER,MARRIED,URBAN,FEMALE,14
36755,43,WHITE,MARRIED,RURAL,MALE,16
36727,53,WHITE,SINGLE,URBAN,MALE,20
36706,37,WHITE,SINGLE,URBAN,MALE,14
36643,43,WHITE,MARRIED,URBAN,MALE,14
36624,33,OTHER,SINGLE,RURAL,MALE,16
36600,32,WHITE,MARRIED,URBAN,MALE,20
36580,45,WHITE,MARRIED,URBAN,FEMALE,20
36537,33,WHITE,MARRIED,URBAN,MALE,16
36500,54,WHITE,SINGLE,URBAN,MALE,20
36500,35,WHITE,MARRIED,URBAN,MALE,20
36500,61,WHITE,MARRIED,URBAN,FEMALE,16
36500,35,WHITE,SINGLE,URBAN,FEMALE,16
36470,28,BlACK,SINGLE,URBAN,MALE,16
36400,54,WHITE,MARRIED,URBAN,FEMALE,20
36400,31,WHITE,SINGLE,URBAN,MALE,16
36400,29,BlACK,SINGLE,URBAN,FEMALE,20
36400,27,WHITE,SINGLE,RURAL,MALE,14
36400,38,WHITE,MARRIED,URBAN,FEMALE,16
36378,48,BlACK,SINGLE,URBAN,MALE,20
36300,43,BlACK,SINGLE,URBAN,FEMALE,16
36204,31,WHITE,SINGLE,URBAN,FEMALE,20
36117,41,WHITE,MARRIED,URBAN,MALE,14
36010,38,WHITE,MARRIED,URBAN,FEMALE,20
36001,40,OTHER,MARRIED,RURAL,MALE,12
36000,33,WHITE,MARRIED,URBAN,MALE,16
36000,46,WHITE,MARRIED,RURAL,FEMALE,16
36000,33,WHITE,MARRIED,RURAL,FEMALE,20
36000,48,WHITE,MARRIED,RURAL,MALE,14
36000,44,WHITE,SINGLE,URBAN,MALE,0
36000,44,WHITE,MARRIED,URBAN,FEMALE,16
36000,36,WHITE,MARRIED,URBAN,FEMALE,16
36000,20,WHITE,SINGLE,URBAN,FEMALE,16
36000,36,WHITE,MARRIED,URBAN,MALE,14
36000,55,WHITE,MARRIED,URBAN,FEMALE,14
36000,50,BlACK,SINGLE,URBAN,FEMALE,20
36000,30,WHITE,MARRIED,URBAN,MALE,20
36000,57,BlACK,MARRIED,URBAN,FEMALE,16
36000,31,WHITE,MARRIED,URBAN,FEMALE,20
36000,37,BlACK,SINGLE,URBAN,FEMALE,16
36000,35,WHITE,MARRIED,URBAN,FEMALE,16
36000,41,WHITE,MARRIED,URBAN,FEMALE,14
36000,49,WHITE,MARRIED,RURAL,MALE,14
36000,42,WHITE,MARRIED,URBAN,FEMALE,16
36000,33,BlACK,SINGLE,URBAN,FEMALE,20
36000,49,WHITE,SINGLE,URBAN,FEMALE,20
36000,38,BlACK,MARRIED,URBAN,MALE,16
36000,39,WHITE,MARRIED,URBAN,MALE,20
36000,37,WHITE,SINGLE,RURAL,FEMALE,16
36000,27,WHITE,MARRIED,URBAN,MALE,14
